Log 2 Ratio RNA Protrusion/Body_1,Log 2 Ratio RNA Protrusion/Body_2,ENSG,Gene name,Protein name,Uniprot
-2.22306,-2.24128,ENSG00000135916,ITM2C,CT-BRI3;Integral membrane protein 2C,B3KPG4;B4DIB1;B4E028;B8ZZM6;C9JG41;Q4G0A8;Q53H84;Q6IAE7;Q86VK5;Q8N288;Q8TAW0;Q9BUP8;Q9NQX7
-2.17944,-2.24185,ENSG00000160447,PKN3,Serine/threonine-protein kinase N3,Q05BU1;Q6P5Z2;Q9UM03
-3.1427,-2.24225,ENSG00000144152,FBLN7,Fibulin-7,A0JNV1;A0JNV2;B3KW35;B8ZZC1;Q53RD9;Q5H9P5;Q8IY13;Q8N9G0
-2.15515,-2.24234,ENSG00000063176,SPHK2;SPHK-2,Sphingosine kinase 2,A0T4C8;B3KV83;B4DU87;B7Z4T1;Q86YZ5;Q8N2M3;Q9BRN1;Q9H0Q2;Q9NRA0;Q9NWU7
-2.32884,-2.24277,ENSG00000033100,CHPF2,Chondroitin sulfate glucuronyltransferase,B2DBD8;B3KPG6;C9JFC7;C9JZF7;Q6P2I4;Q6UXD2;Q9P2E5
-1.97286,-2.24335,ENSG00000173327,MAP3K11,Mitogen-activated protein kinase kinase kinase 11,B2RDI6;B3KQ31;B3KQY4;B4DS76;Q16584;Q53H00;Q59F06;Q6P2G4
-2.46747,-2.24487,ENSG00000006638,TBXA2R,Thromboxane A2 receptor,O75228;P21731;Q05C92;Q0VAA9;Q0VAB0;Q6DK52;Q9UCY1;Q9UCY2
-2.413,-2.24983,ENSG00000158715,DKFZp666D0110;SLC45A3,Solute carrier family 45 member 3,A8K2U9;Q658X7;Q96JT2
-2.0515,-2.25212,ENSG00000102996,MMP15,Matrix metalloproteinase-15,A0A2U6;P51511;Q14111;Q7KZY0
-2.09739,-2.25218,ENSG00000105223,PLD3,Phospholipase D3,B4DEL6;Q8IV08;Q92853;Q9BW87
-2.37705,-2.25319,ENSG00000177508,IRX3,Iroquois-class homeodomain protein IRX-3,P78415;Q7Z4A4;Q7Z4A5;Q8IVC6
-3.25696,-2.25373,ENSG00000169242,EFNA1,"Ephrin-A1;Ephrin-A1, secreted form",A8K0M4;B2R7U1;P20827;Q5SR60;Q5SR61;Q6I9T9;Q8N578
-2.11889,-2.25497,ENSG00000181220,ZNF746,Zinc finger protein 746,A8K6Z9;C9JNZ9;Q6NUN9;Q6ZRF9;Q96N48
-0.55474,-2.25696,ENSG00000177854,TMEM187,Transmembrane protein 187,B2RC47;C9JIP7;C9JV55;Q14656;Q6IAV7
-2.3023,-2.25703,ENSG00000130758,MAP3K10,Mitogen-activated protein kinase kinase kinase 10,Q02779;Q12761;Q14871
-2.22907,-2.25799,ENSG00000160326,SLC2A6,"Solute carrier family 2, facilitated glucose transporter member 6",A6NNU6;B4DH85;Q5SXD7;Q8NCC2;Q9UGQ3
-2.25904,-2.26224,ENSG00000106009,BRAT1;FLJ00283;FLJ00321,BRCA1-associated ATM activator 1,A4D200;C9JY24;Q6PJG6;Q6ZNJ8;Q6ZNL1;Q8IW85;Q8IZ43;Q8WVR8;Q96IV9;Q9H7J8;Q9UFA3
-2.05988,-2.26283,ENSG00000172602,RND1,Rho-related GTP-binding protein Rho6,A8K9P7;Q92730
-2.19143,-2.26578,ENSG00000177051,FBXO46,F-box only protein 46,Q6PJ61
-2.07714,-2.267,ENSG00000078808,SDF4,45 kDa calcium-binding protein,B1AME5;B1AME6;B1AME7;B2RDF1;B4DSM1;Q53G52;Q53HQ9;Q8NBQ3;Q96AA1;Q9BRK5;Q9NZP7;Q9UN53
-2.2561,-2.26826,ENSG00000204267,TAP2;TAP2-G,Antigen peptide transporter 2,B0V2J8;B4DS72;B6VNV2;O95410;Q03519;Q15547;Q5JNW1;Q9UMW6;Q9UP03;Q9UQ83
-2.26049,-2.26895,ENSG00000212123,PRR22,Proline-rich protein 22,Q8IZ63
-1.44475,-2.27052,ENSG00000137073,DKFZp781G1976;UBAP2;UNQ610,Ubiquitin-associated protein 2,A2A305;A2A306;A6NCA8;B3KQ73;B4DH66;B4DRB6;B4E0R5;Q2M2R4;Q5H9Q2;Q5JV03;Q5JV08;Q5T6F2;Q6PK34;Q6UWR4;Q8NC94;Q9P0H6;Q9P237
-2.09393,-2.27229,ENSG00000062822,POLD1,DNA polymerase;DNA polymerase delta catalytic subunit,P28340;Q308M6;Q59FA0;Q8NER3;Q96H98
-2.23396,-2.27237,ENSG00000136840,ST6GALNAC4,"Alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3-N-acetyl-galactosaminide alpha-2,6-sialyltransferase",A6NJX0;A8K7N4;B7ZBP4;Q5T9D0;Q9H4F1;Q9NWU6;Q9UKU1;Q9ULB9;Q9Y3G3;Q9Y3G4
-2.12648,-2.27325,ENSG00000114650,SCAP,Sterol regulatory element-binding protein cleavage-activating protein,A8K619;B7Z6H0;C9JFY0;C9JQ35;Q12770;Q6PIX8;Q8N2E0;Q8WUA1
-2.36299,-2.27332,ENSG00000225485,ARHGAP23,Rho GTPase-activating protein 23,C9JVU9;Q9P227
-2.29095,-2.27421,ENSG00000167565,SERTAD3,SERTA domain-containing protein 3,B3KQB3;Q96CQ2;Q9UJW9
-1.94932,-2.27486,ENSG00000167889,MGAT5B,"Alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B",Q3V5L5;Q6P3S8;Q6P6B3;Q766X5;Q76D04;Q96LS2
-2.3771,-2.27617,ENSG00000126464,PRR12,Proline-rich protein 12,A6NFN6;Q8N4J6;Q9ULL5
-2.22429,-2.27647,ENSG00000141736,ERBB2,Receptor tyrosine-protein kinase erbB-2,B2RZG3;B4DHN3;B4DLA2;B4DTR1;P04626;Q14256;Q4H1F1;Q4H1F2;Q6LDV1;Q9NP09;Q9UMK4
-2.43066,-2.27655,ENSG00000204060,FOXO6,Forkhead box protein O6,A6NCE0;A8MYZ6
-1.82412,-2.27917,ENSG00000169026,MFSD7,Major facilitator superfamily domain-containing protein 7,A8K7J5;Q6UXD7;Q6XYD4;Q8N6H1;Q9H6H6
-3.14366,-2.27992,ENSG00000146950,DKFZp781J074;SHROOM2,Protein Shroom2,B3KU73;B7Z682;B9EIQ7;C9IZC6;Q13796;Q68DU3
-2.08249,-2.28021,ENSG00000167123,CERCAM,Probable inactive glycosyltransferase 25 family member 3,A7MD00;B4DNI4;B7ZBS8;B7ZBS9;B7ZBT0;C4AMA2;Q0VDF3;Q2VPJ4;Q4KMP2;Q5T4B1;Q5T4B2;Q8N107;Q96EZ5;Q9P226;Q9UMW5
-2.25021,-2.28141,ENSG00000127418,FGFRL1,Fibroblast growth factor receptor-like 1,A0PJ49;B2RAU9;Q6PJN1;Q6ZMD4;Q8N441;Q9BXN7;Q9H4D7
-2.31432,-2.28328,ENSG00000143382,ADAMTSL4;DKFZp434K1772,ADAMTS-like protein 4,A8KAH2;B2RTT0;Q5T5F7;Q6IPM6;Q6UY14;Q71RC7;Q8N643;Q9HBS6;Q9UFG7
-2.28599,-2.28484,ENSG00000105290,APLP1,Amyloid-like protein 1;C30,A4UCT6;B2R5S2;B7Z4G8;B7Z4Q2;O00113;P51693;Q96A92
-2.50459,-2.29126,ENSG00000171163,ZNF692,Zinc finger protein 692,B4DQP8;B4DXZ0;Q59EV5;Q5SRA5;Q5SRA6;Q9BU19;Q9HBC9;Q9NW93;Q9NWY6;Q9UF97
-2.10844,-2.29476,ENSG00000131591,C1orf159,Uncharacterized protein C1orf159,B2REC4;B2REC5;B3KQ46;B4DXJ0;Q5T2W6;Q5T2W7;Q5T2W9;Q6UX67;Q6ZR77;Q96HA4;Q9NWV0
-2.10893,-2.29602,ENSG00000007384,RHBDF1,Inactive rhomboid protein 1,A2IDA2;B3KPT2;B4E3N5;B4E3Q0;B8ZZ07;Q04842;Q1W6H2;Q4TT58;Q4TT59;Q4TT60;Q96CC6;Q96S34;Q9H6E1
-2.36832,-2.29722,ENSG00000110046,ATG2A,Autophagy-related protein 2 homolog A,A0AUL9;B4DV45;O43154;Q14DM2;Q2TAZ0;Q6ZTV2;Q7Z6K8;Q8IVY5;Q8TAI8;Q96HH7
-2.28681,-2.29868,ENSG00000141068,KSR1,Kinase suppressor of Ras 1,A8MY87;Q13476;Q6ZNT2;Q8IVT5
-2.13929,-2.29879,ENSG00000126368,NR1D1,Nuclear receptor subfamily 1 group D member 1,B4DTC7;P20393;Q0P5Z4;Q15304
-2.18554,-2.29967,ENSG00000116786,PLEKHM2,Pleckstrin homology domain-containing family M member 2,O94928;Q5VT65;Q5VVD7;Q6NUH9;Q7L8G1;Q8IVT7;Q8IWE5;Q8N2T4;Q96AY0;Q9NTF7
-2.23698,-2.30287,ENSG00000168528,SERINC2,Serine incorporator 2,A0AVB4;B4DJK5;B7Z567;B7ZAP2;Q86Y23;Q96AI1;Q96IM8;Q96SA4
-1.52505,-2.3037,ENSG00000166126,AMN,Protein amnionless,B3KP64;Q6UX83;Q9BXJ7
-2.05805,-2.30603,ENSG00000127586,CHTF18,Chromosome transmission fidelity protein 18 homolog,B7ZBA2;B7ZBA3;Q7Z6Y4;Q7Z6Y6;Q8WVB6;Q96S08;Q9BR83;Q9BRG5;Q9H7K3
-2.21663,-2.30689,ENSG00000171570,EGLN2,Egl nine homolog 2,A8K5S0;Q8WWY4;Q96KS0;Q9BV14
-2.16652,-2.30987,ENSG00000142173,COL6A2,Collagen alpha-2(VI) chain,C9JH44;P12110;Q13909;Q13910;Q13911;Q14048;Q14049;Q16259;Q16597;Q6P0Q1;Q9BUM6;Q9UML3;Q9Y4S8
-2.19717,-2.31118,ENSG00000221955,SLC12A8,Solute carrier family 12 member 8,A0AV02;B3KVN1;B5MDT1;C9IZN2;C9JJJ2;C9JKL8;Q68D04;Q6I9Z2;Q6P4C0;Q7Z3A6;Q86WK0;Q8NFX9;Q8WUI3;Q96RF9;Q9H5P9
-2.30017,-2.31407,ENSG00000071564,TCF3;TCF3-ZNF384 fusion,Transcription factor E2-alpha,B1NYC3;P15883;P15923;Q14208;Q14635;Q14636;Q2TB39;Q2TB40;Q6PJU3;Q9UPI9
-2.22084,-2.3147,ENSG00000185359,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,B4DFP5;O14964;Q9NR36
-2.09519,-2.3201,ENSG00000185761,ADAMTSL5,ADAMTS-like protein 5,A4QPG6;B4DXK7;Q0VD77;Q6ZMM2;Q8IW95
-1.46948,-2.32058,ENSG00000167487,KLHL26,Kelch-like protein 26,B4DFF5;Q53HC5;Q8TAP0;Q9NUX3
-1.82929,-2.32103,ENSG00000179546,HTR1D,5-hydroxytryptamine receptor 1D,P28221
-2.35979,-2.32118,ENSG00000182319,SGK223,Tyrosine-protein kinase SgK223,Q86YV5;Q8N3N5
-2.2836,-2.32364,ENSG00000162227,TAF6L,TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L,A8K0D4;B2RAT0;B4DVM4;Q96HA6;Q9Y6J9
-2.11158,-2.32558,ENSG00000171700,GAIP;RGS19,Regulator of G-protein signaling 19,A8K216;B4DP94;P49795;Q53XN0;Q6I9S5;Q8TD60;Q9H2T9
-1.92359,-2.3283,ENSG00000213398,LCAT,Phosphatidylcholine-sterol acyltransferase,P04180;Q53XQ3;Q9Y5N3
-1.53373,-2.33028,ENSG00000244486,SCARF2,Scavenger receptor class F member 2,Q58A83;Q8IXF3;Q96GP6;Q9BW74
-2.28035,-2.33396,ENSG00000167685,ZNF444,Zinc finger protein 444,Q53F81;Q8N0Y2;Q8TEQ9;Q8WU35;Q9NUU1
-2.17012,-2.33689,ENSG00000129932,DOHH,Deoxyhypusine hydroxylase,O75265;Q9BU89
-2.59274,-2.33902,ENSG00000133619,KRBA1,Protein KRBA1,A5PL33;A7E2F5;C4P1W5;C4P1X1;C9J5U6;C9JYG0;Q8N4X0;Q96JG5
-2.25501,-2.34114,ENSG00000107485,GATA3,Trans-acting T-cell-specific transcription factor GATA-3,C9JZA6;P23771;Q5VWG7;Q5VWG8;Q96J16
-1.62196,-2.34166,ENSG00000138172,CALHM2,Calcium homeostasis modulator protein 2,O95893;Q6ZUV9;Q9HA72
-2.23831,-2.34656,ENSG00000105063,PPP6R1;SAPS1,Serine/threonine-protein phosphatase 6 regulatory subunit 1,B4DLT9;Q2M2H3;Q504V2;Q6NVJ6;Q96ID3;Q9BU97;Q9UPN7
-2.59915,-2.34711,ENSG00000176531,PHLDB3,Pleckstrin homology-like domain family B member 3,Q6NSJ2;Q8N7Z4;Q96HZ0
-3.25532,-2.34934,ENSG00000107882,SUFU,Suppressor of fused homolog,B1AKY2;B2R5U4;Q5JSM0;Q5JSM1;Q7LCP7;Q9NT90;Q9NZ07;Q9UHK2;Q9UHM8;Q9UMX1;Q9UMY0
-2.23135,-2.35266,ENSG00000162783,IER5,Immediate early response gene 5 protein,B2RBV3;B4DUP3;Q32P56;Q5VY09;Q8WY68;Q9NY49;Q9NZP9
-1.89377,-2.35729,ENSG00000073150,dJ402G11.9;PANX2,Pannexin-2,B3KTT7;B7Z684;Q495U3;Q6ICA1;Q96RD5;Q96RD6;Q9UGX8
-2.47941,-2.35746,ENSG00000197774,EME2,Probable crossover junction endonuclease EME2,A4GXA9;Q8TEP2;Q96RY3
-2.31272,-2.36008,ENSG00000105137,SYDE1,Rho GTPase-activating protein SYDE1,B2RD93;Q6ZW31;Q7L2I8;Q8N6J2;Q9H8K4
-1.86744,-2.3603,ENSG00000118257,DKFZp686J1169;NRP2,Neuropilin-2,A8K4G9;B7ZL68;C9JH98;O14820;O14821;O60462;Q53TQ4;Q53TS3;Q7LBX6;Q7LBX7;Q7Z3T9;Q96GU8;Q9H2D4;Q9H2D5;Q9H2E2;Q9H2E3;Q9H2E4
-2.35675,-2.36219,ENSG00000166851,PLK1;Plk-1 delta,Serine/threonine-protein kinase PLK1,B2R841;B4E083;P53350;Q15153;Q58A51;Q59GD0;Q99746
-1.9923,-2.36241,ENSG00000184661,CDCA2,Cell division cycle-associated protein 2,A8K8Z0;B3KRS8;B7Z5Q5;Q3SX74;Q4G0W0;Q5RKN0;Q69YH5;Q69YI4;Q6P464;Q8N7C1
-2.18287,-2.36476,ENSG00000140332,TLE3,Transducin-like enhancer protein 3,B3KM67;B3KUA2;B4DPT0;B4E2W3;Q04726;Q6PI57;Q6PRX2;Q6PRX3;Q8IVV6;Q8WVR2;Q9HCM5
-2.0799,-2.36738,ENSG00000142552,RCN3,Reticulocalbin-3,Q96D15;Q9HBZ8
-2.28357,-2.37046,ENSG00000153443,FAM100A,UBA-like domain-containing protein 1,Q71MF6;Q8TB05
-2.28727,-2.37855,ENSG00000161618,ALDH16A1,Aldehyde dehydrogenase family 16 member A1,B4DLQ1;B4DQ15;B4DVV1;C9JBH6;Q86YF0;Q8IYL4;Q8IZ83;Q8TEI8
-2.11901,-2.38529,ENSG00000022567,SLC45A4,Solute carrier family 45 member 4,B2RXG1;C9JFW9;Q5BKX6;Q6ZRI2;Q9ULU3
-2.41224,-2.38577,ENSG00000177963,RIC8A,Synembryn-A,Q0P508;Q2T9J1;Q7Z352;Q96EZ1;Q96SZ2;Q9H064;Q9H5H3;Q9H9E7;Q9NPQ8
-1.95366,-2.38622,ENSG00000051009,FAM160A2,FTS and Hook-interacting protein,Q8N612;Q9C0A4;Q9H0N3;Q9H624
-2.43118,-2.38659,ENSG00000103335,FAM38A;PIEZO1,Piezo-type mechanosensitive ion channel component 1,A6NHT9;A6NIR7;A7E2B7;Q0KKZ9;Q92508;Q96HU3
-1.98519,-2.38746,ENSG00000185909,KLHDC8B,Kelch domain-containing protein 8B,B4DFM2;Q8IXV7
-2.20023,-2.39059,ENSG00000140691,ARMC5,Armadillo repeat-containing protein 5,B4DH27;B4DIU9;B4DLR0;Q86WM9;Q96C12;Q9H7P8;Q9H925
-3.00134,-2.39418,ENSG00000107159,CA9,Carbonic anhydrase 9,A1ECK7;Q16790;Q5T4R1
-2.34571,-2.39779,ENSG00000164916,FOXK1,Forkhead box protein K1,B3KV39;B4DY33;P85037
-2.82813,-2.39791,ENSG00000171169,NAIF1,Nuclear apoptosis-inducing factor 1,B3KV81;Q69YI7;Q8WU12
-2.13611,-2.40028,ENSG00000100429,HDAC10,Histone deacetylase 10,C9J8B8;C9JT65;Q08AP4;Q08AP5;Q59FP1;Q6STF9;Q969S8;Q96P77;Q96P78;Q9H028;Q9UGX1;Q9UGX2
-2.45088,-2.40148,ENSG00000088305,DNMT3B,DNA (cytosine-5)-methyltransferase 3B,A2A2E2;B3KM53;B4DHM3;B4DSJ7;B4DSM8;B4DSU1;Q2PJS8;Q9UBC3;Q9UBD4;Q9UJQ5;Q9UKA6;Q9UNE5;Q9Y5R9;Q9Y5S0
-1.98577,-2.40275,ENSG00000115935,WIPF1,WAS/WASL-interacting protein family member 1,B4E2B2;B8ZZ90;B8ZZM1;C9JB04;C9JL90;C9JTB9;O43516;Q15220;Q2YDC4;Q53TA9;Q6MZU9;Q9BU37;Q9UNP1
-0.0816998,-2.40821,ENSG00000185219,ZNF445,Zinc finger protein 445,B7ZKX2;C9J120;P59923;Q15636;Q3MJD1
-2.54489,-2.41196,ENSG00000008130,FLJ13052;NADK,NAD kinase,A6NNN3;A8K296;A8K6D4;A8K6R3;A8MSP7;O95544;Q5QPS4;Q5QPS5;Q6PJ22;Q9H2P2;Q9H931
-2.05717,-2.41631,ENSG00000099991,CABIN1;DKFZp762G2015,Calcineurin-binding protein cabin-1,B5MEB3;C9J068;C9JT60;Q05C66;Q6PHY0;Q8IVX9;Q8WTX5;Q9NPU0;Q9Y460;Q9Y6J0
-2.14093,-2.41987,ENSG00000177374,hic-1;HIC1,Hypermethylated in cancer 1 protein,D3DTI4;O95459;Q14526
-2.40887,-2.42313,ENSG00000160999,SH2B2,SH2B adapter protein 2,A6ND74;C9JK89;O14492
-2.21721,-2.4237,ENSG00000167747,C19orf48,Uncharacterized protein C19orf48,Q6RUI8
-2.16095,-2.42419,ENSG00000148356,LRSAM1,E3 ubiquitin-protein ligase LRSAM1,Q5VVV0;Q6UWE0;Q8NB40;Q96GT5;Q96MX5;Q96MZ7
-2.55286,-2.42495,ENSG00000124067,SLC12A4,Solute carrier family 12 member 4,B3KUS0;B4DF30;B4DF69;B4DR04;B4DZ82;B7ZAV0;O60632;O75893;Q13953;Q6XSF4;Q96LD5;Q9UP95
-2.19006,-2.42508,ENSG00000165215,CLDN3,Claudin-3,O15551;Q75L79
-2.32691,-2.42718,ENSG00000060491,OGFR,Opioid growth factor receptor,B3KMQ6;O96029;Q05BV5;Q4VXW3;Q4VXW4;Q4VXW5;Q6PK21;Q96CM2;Q9BQW1;Q9H4H0;Q9H7J5;Q9NZT2;Q9NZT3;Q9NZT4
-2.38095,-2.42893,ENSG00000137166,DKFZp762O213;FOXP4,Forkhead box protein P4,A2A312;B7ZBM3;Q5W098;Q69YN9;Q7Z7F8;Q8IVH2;Q8IW55;Q8N4A5;Q96AP5;Q96E19
-2.40301,-2.42933,ENSG00000117399,CDC20,Cell division cycle protein 20 homolog,B2R6Z6;B4E1H5;Q12834;Q2VIM1;Q5JUY4;Q9BW56;Q9UQI9
-2.33501,-2.4298,ENSG00000179820,MYADM,Myeloid-associated differentiation marker,B2RE58;B4DG42;C9J5M0;C9JC07;C9JJV6;C9JZL8;Q542Z1;Q7Z507;Q8N9R4;Q96CS6;Q96S97;Q96SK9
-2.34641,-2.43143,ENSG00000005206,SPPL2B,Signal peptide peptidase-like 2B,A6NFV1;C9JFE6;C9JGT2;O60365;Q567S3;Q8IUH9;Q8TCT7;Q9BUY6;Q9H3M4;Q9NPN2;Q9P1Z6
-2.42746,-2.43318,ENSG00000180089,TMEM86B,Lysoplasmalogenase,Q8N661
-2.39225,-2.43528,ENSG00000119630,PGF,Placenta growth factor,P49763;Q07101;Q53XY6;Q9BV78;Q9Y6S8
-2.36402,-2.43775,ENSG00000106683,LIMK1,LIM domain kinase 1,A8K297;B7Z6I8;C9JCP3;O15283;P53667;Q15820;Q15821;Q75MU0;Q75MU3;Q75MU4;Q9Y5Q1
-2.34182,-2.44128,ENSG00000231925,TAPBP,,A2AB90;A2AB92;A8MUH0;B7Z4V3;C9JA35;D3YTI9;Q6P1N7
-2.49881,-2.44207,ENSG00000117713,ARID1A;ARID1A variant protein,AT-rich interactive domain-containing protein 1A,A4FU79;C1KEN7;O14497;Q4LE49;Q53FK9;Q5JYH3;Q5T0W1;Q5T0W2;Q5T0W3;Q8NC65;Q8NFD6;Q96SM7;Q96SY8;Q96T01;Q96T89;Q96TA9;Q9BY33;Q9HBJ5;Q9UPZ1
-2.38429,-2.44806,ENSG00000103126,AXIN1,Axin-1,B1AH42;O15169;Q4TT26;Q4TT27;Q59H83;Q86YA7;Q8WVW6;Q96S28
-2.39046,-2.44899,ENSG00000051523,CYBA,Cytochrome b-245 light chain,B4DT46;P13498;Q14090;Q9BR72
-2.49889,-2.45012,ENSG00000171017,LRRC8E,Leucine-rich repeat-containing protein 8E,B3KR78;Q2YDY3;Q6NSJ5;Q7L236;Q8N3B0;Q9H5H8
-2.39406,-2.45501,ENSG00000146083,RNF44,RING finger protein 44,B4DYE0;Q6ZS76;Q7L0R7;Q8ND05;Q9UPQ2
-2.46631,-2.45615,ENSG00000181045,SLC26A11,Sodium-independent sulfate anion transporter,B2RCI7;Q86VX1;Q86WA9;Q86YX7;Q8IV11;Q8N2I1;Q8NG03;Q96BU7
-2.51713,-2.45802,ENSG00000126461,SCAF1,"Splicing factor, arginine/serine-rich 19",Q7Z5V7;Q8WVA1;Q9H7N4;Q9NR59
-1.97498,-2.46188,ENSG00000162298,FLJ00221;SYVN1,E3 ubiquitin-protein ligase synoviolin,B3KX82;Q86TM6;Q8N3K3;Q8N6E8;Q8TEH6;Q96JL5;Q96PK3
-2.91684,-2.46256,ENSG00000141391,SLMO1,Protein slowmo homolog 1,B0YJ10;B4E0C9;Q6AHX2;Q96N28
-2.81471,-2.46408,ENSG00000185049,WHSC2,Negative elongation factor A,A2A2T1;B3KM78;B3KSP0;B3KTK5;C9JEM7;C9JHL4;O95392;Q53GS8;Q9H3P2
-2.45374,-2.46508,ENSG00000182704,TSKU,Tsukushin,B3KQT7;B3KRF9;Q6UXK1;Q8WUA8;Q9UG10;Q9UJX9
-2.18446,-2.46657,ENSG00000129925,TMEM8;TMEM8A,Transmembrane protein 8A,B1AHM3;C9J8D7;C9JQI5;Q4TT35;Q4TT36;Q8WU24;Q96S25;Q9BR03;Q9BT97;Q9H7B9;Q9HCN3
-2.36074,-2.4682,ENSG00000203896,LIME1,Lck-interacting transmembrane adapter 1,Q5JWJ2;Q6XYB3;Q9H400;Q9NX69
-2.07418,-2.47239,ENSG00000099625,DOS,Protein Dos,O43385;Q8N350
-2.26327,-2.4787,ENSG00000125731,SH2D3A,SH2 domain-containing protein 3A,A8K2M8;A8K9R6;B4DRS7;Q9BRG2;Q9Y2X4
-2.43802,-2.48104,ENSG00000136848,DAB2IP,Disabled homolog 2-interacting protein,A6H8V2;A6NHI9;B0QZ97;B0QZB1;B0QZB2;B3KW96;B5MDY7;Q5VWQ7;Q5VWQ8;Q8TDL2;Q96SE1;Q9C0C0
-2.46885,-2.48242,ENSG00000116604,MEF2D;MEF2D variant protein,Myocyte-specific enhancer factor 2D,Q05BX2;Q14814;Q14815;Q4LE66;Q5T9U4;Q5T9U5;Q5T9U6
-2.69092,-2.4825,ENSG00000162066,AMDHD2,Putative N-acetylglucosamine-6-phosphate deacetylase,B4DL77;B4DUQ4;Q59FV8;Q8WV54;Q9Y303
-2.18251,-2.48362,ENSG00000204580,DDR1,Epithelial discoidin domain-containing receptor 1,A2ABK8;A2ABK9;A2ABL0;A2ABL1;A2ABL2;A2ABL4;A2ABM8;B5A975;B5A976;B7Z2K0;B8JJ50;B8JJ51;C9J152;Q08345;Q14196;Q16562;Q2L6H3;Q4LE50;Q5ST11;Q5ST12;Q6NSK4;Q6ZNR9;Q96T62;Q9UD35;Q9UD36;Q9UD37;Q9UD86;Q9UDL2
-2.37853,-2.48714,ENSG00000163975,MFI2,Melanotransferrin,C9JVN1;P08582;Q53XS6;Q9BQE2
-2.49625,-2.48789,ENSG00000064547,LPAR2,Lysophosphatidic acid receptor 2,B2RE65;B3KVP9;O00543;O43431;Q9HBW0
-2.27209,-2.49215,ENSG00000172893,DHCR7,7-dehydrocholesterol reductase,A8K0D2;B2R6Z2;B4E1K5;O60492;O60717;Q9UBM7
-2.58503,-2.49421,ENSG00000004399,PLXND1,Plexin-D1,A7E2C6;B4DRU3;C9JPZ6;Q6P657;Q6PJS9;Q8IZJ2;Q9BTQ2;Q9Y4D7
-2.59684,-2.49603,ENSG00000099899,TRMT2A,tRNA (uracil-5-)-methyltransferase homolog A,B4E213;C9K041;Q32P57;Q8IZ69;Q96ME6;Q9H732
-2.55703,-2.49622,ENSG00000149503,INCENP,Inner centromere protein,A8MQD2;B3KPD3;Q5Y192;Q9NQS7
-2.39139,-2.4966,ENSG00000119771,FLJ14106;KLHL29,Kelch-like protein 29,Q53T86;Q8N388;Q96BF0;Q96CT2;Q96PW7
-3.18756,-2.50145,ENSG00000174327,SLC16A13,Monocarboxylate transporter 13,A3KMG3;A5PKU5;Q2VP92;Q7RTY0
-2.43224,-2.50232,ENSG00000167566,NCKAP5L,Nck-associated protein 5-like,Q2TB26;Q71RH1;Q8N4W1;Q96HX2;Q9HCH0
-2.46162,-2.50321,ENSG00000196544,C17orf59,Uncharacterized protein C17orf59,Q53HS4;Q96GS4;Q9NXW8
-2.25261,-2.50734,ENSG00000162576,MXRA8,Matrix-remodeling-associated protein 8,B3KTR6;B4DE34;B4E385;Q5TA39;Q96KC3;Q9BRK3
-1.97103,-2.50986,ENSG00000112511,PHF1,PHD finger protein 1,A2AB22;A2AB23;A2AB24;A2AB25;Q5SU08
-2.55851,-2.51402,ENSG00000169174,PCSK9,Proprotein convertase subtilisin/kexin type 9,A8T640;B4DEZ9;C0JYY9;Q5PSM5;Q5SZQ2;Q8NBP7
-2.51187,-2.51532,ENSG00000162729,IGSF8,Immunoglobulin superfamily member 8,C9J8Z4;Q8NG09;Q969P0;Q96DP4;Q9BTG9
-2.36704,-2.51602,ENSG00000117298,ECE1,Endothelin-converting enzyme 1,A8K3P1;B4DKB2;B4E291;P42892;Q14217;Q17RN5;Q2Z2K8;Q58GE7;Q5THM5;Q5THM6;Q5THM7;Q5THM8;Q9UJQ6;Q9UPF4;Q9UPM4;Q9Y501
-2.16849,-2.52491,ENSG00000131446,MGAT1,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",A8K404;B3KQ18;B3KQW5;B3KRU8;P26572;Q59G70;Q6IBE3;Q8NBL8
-2.42293,-2.53138,ENSG00000125912,NCLN,Nicalin,B2RA56;O75252;Q6FI60;Q6ZMB7;Q8TAT7;Q969V3;Q96H48;Q96IS7;Q9BQH9;Q9BTX4;Q9NPP2
-2.28045,-2.53207,ENSG00000134690,CDCA8,Borealin,A8K7A2;B4DXT3;Q53HL2;Q53HN1;Q96AM3;Q9NVW5
-2.4267,-2.53471,ENSG00000103426,CORO7,Coronin;Coronin-7,B3KSY4;B3KUH7;B4DFD6;B4DKU9;B4DL18;B4E0F2;P57737;Q17RK4
-2.51241,-2.53684,ENSG00000105321,CCDC9,Coiled-coil domain-containing protein 9,B4DXW2;Q9Y3X0
-2.50942,-2.54715,ENSG00000167470,MIDN,Midnolin,Q504T8;Q96BW8
-2.54195,-2.54768,ENSG00000132017,DCAF15,DDB1- and CUL4-associated factor 15,B3KS86;Q66K64;Q96DW0;Q9BU31
